^att_main_0^att_main_1^att_main_2^att_main_3^att_main_4^att_main_5^att_main_6^att_main_7^att_main_8^att_main_9^att_main_10^att_main_11^att_main_12^att_main_13^att_main_14^att_main_15^att_build_0^att_build_1^att_build_2^att_build_3^att_equipment_0^att_equipment_1^att_equipment_2^att_equipment_3^att_equipment_4^att_location_0^att_location_1^att_location_2^att_location_3^att_location_4^att_location_5^att_location_6^att_location_7^att_location_8^price
35736607^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^273400
35736608^ 151 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^320000
35736609^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^262600
35736610^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^278400
35736611^ 151 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^325000
35736612^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^267600
35736734^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^263400
35736743^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^282200
35736906^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^249400
35736918^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^236000
35736919^ 164 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^337900
35736920^ 125 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^245300
35736921^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^241000
35736923^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^259400
35736926^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^246000
35736938^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^264400
35736940^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^251000
35737014^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^269400
35737016^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^256000
35737019^ 125 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^265300
35737029^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^274400
35737030^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^261000
35737031^ 124 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^281200
35737034^ 122 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^266000
35737035^ 124 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^286200
35737036^ 104 m² construidos ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^231200
35737530^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^249500
35737531^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^248800
35737532^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^254400
35737533^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^254500
35737541^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^269500
35737548^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^278800
35738088^ 68 m² construidos, 52 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Construido en 1971 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^^^^^^Calle navalcarnero s/n^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^69500
35738365^ 121 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^247600
35975409^ 90 m² construidos, 69 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación norte, este ^ Construido en 1968 ^ Certificación energética: en trámite ^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^172000
35978854^ 110 m² construidos, 105 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Construido en 1977 ^ Certificación energética: en trámite ^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^Avenida Paseo de Goya s/n^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^195000
36020760^ 85 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^135000
36032558^ 127 m² construidos, 94 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle de los Hermanos Pinzón, 4^ Urb. Villafontana ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^165000
36043998^ 120 m² construidos, 110 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Avenida de los Sauces, 42^ Urb. PARQUE COIMBRA ^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^215000
36044995^ 120 m² construidos, 100 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Construido en 1978 ^ Certificación energética: en trámite ^^^^^^^^^ Planta 10ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle del Camino de Leganés^ Urb. Villafontana II ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^180000
36057899^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación este, oeste ^ Certificación energética: no indicado ^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle de los cedros, 61^ Urb. LA ALMENA ^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^210000
36069072^ 74 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Construido en 1974 ^ Certificación energética: en trámite ^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^117000
36135856^ 120 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Orientación este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^Calle unicornio^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^210000
36136371^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Calle geranio^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^189000
36161625^ 123 m² construidos, 110 m² útiles ^ 4 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Orientación sur, este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^189900
36224961^ 125 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Construido en 2019 ^ Certificación energética: inmueble exento ^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo de Goya^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^237600
36297375^ 90 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Construido en 1987 ^ Certificación energética: en trámite ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^Calle de la Rejilla^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^139000
36304182^ 85 m² construidos ^ 3 habitaciones ^ 1 baño ^ Orientación norte, oeste ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^132000
36316516^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^136500
36440413^ 151 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^305000
36440626^ 158 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^357300
36487510^ 110 m² construidos, 98 m² útiles ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación norte ^ Certificación energética: en trámite ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Río Llobregat, 15^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^190000
36504590^ 90 m² construidos, 86 m² útiles ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación oeste ^ Certificación energética: no indicado ^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle Unicornio, 45^ Urb. Persepolis ^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^210000
36559654^ 78 m² construidos, 62 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Camino de humanes^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^107074
36572240^ 110 m² construidos, 85 m² útiles ^ 6 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Con ascensor ^^^^^^^^Calle versalles^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^139057
36619977^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle Moraleja de Enmedio, 18^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^209000
36620027^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle de Sirio, 48^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^209000
36639260^ 133 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación norte ^ Certificación energética: no indicado ^^^^^^^ Entreplanta exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle de los Hermanos Pinzón, 11^ Urb. Villafontana II ^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^198000
36676271^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^Calle de la Paz^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^120000
36774136^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación norte ^ Certificación energética: en trámite ^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Plaza de Arroyomolinos, 7^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^105000
36811862^ 120 m² construidos, 115 m² útiles ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^ exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^178000
36854555^ 130 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Piscina ^^^^^Avenida de los rosales^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^199000
36894029^ 150 m² construidos ^ 4 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Armarios empotrados ^ Trastero ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 3ª ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^210000
36963691^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Montero^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^119000
36997318^ 70 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Orientación sur, este ^ Certificación energética: no indicado ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle Desarrollo, 7^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^139900
